page	styled	simpleFonts	strictRejected	oneByteAccepted	otherRejected	shows	decoded	measured	invalid
197	true	4	4	3	codespace(<0000> <FFFF>)+twoByteEntry(<0020> <0020>)=1	0	0	0	gs@447
198	true	4	4	3	codespace(<0000> <FFFF>)+twoByteEntry(<0020> <0020>)=1	0	0	0	gs@447
199	true	4	4	3	codespace(<0000> <FFFF>)+twoByteEntry(<0020> <0020>)=1	0	0	0	gs@447
200	true	5	5	3	codespace(<0000> <FFFF>)+twoByteEntry(<0020> <0020>)=2	0	0	0	gs@447
201	true	6	6	4	codespace(<0000> <FFFF>)+twoByteEntry(<0020> <0020>)=2	0	0	0	gs@447
202	true	2	2	1	codespace(<0000> <FFFF>)+twoByteEntry(<0020> <0020>)=1	0	0	0	gs@447
203	true	5	5	5	-	0	0	0	gs@447
204	true	6	6	4	codespace(<0000> <FFFF>)+twoByteEntry(<0020> <0020>)=2	0	0	0	gs@447
205	true	7	7	5	codespace(<0000> <FFFF>)+twoByteEntry(<0020> <0020>)=2	0	0	0	gs@447
206	true	7	7	5	codespace(<0000> <FFFF>)+twoByteEntry(<0020> <0020>)=2	0	0	0	gs@447
207	true	8	8	5	codespace(<0000> <FFFF>)+twoByteEntry(<0020> <0020>)=3	0	0	0	gs@447
208	true	4	4	2	codespace(<0000> <FFFF>)+twoByteEntry(<0020> <0020>)=2	0	0	0	gs@447
209	true	7	7	5	codespace(<0000> <FFFF>)+twoByteEntry(<0020> <0020>)=2	0	0	0	gs@447
210	true	9	9	6	codespace(<0000> <FFFF>)+twoByteEntry(<0020> <0020>)=3	0	0	0	gs@447
211	true	6	6	5	codespace(<0000> <FFFF>)+twoByteEntry(<0020> <0020>)=1	0	0	0	gs@447
212	true	6	6	4	codespace(<0000> <FFFF>)+twoByteEntry(<0020> <0020>)=2	0	0	0	gs@447
213	true	7	7	5	codespace(<0000> <FFFF>)+twoByteEntry(<0020> <0020>)=2	0	0	0	gs@447
214	true	7	7	5	codespace(<0000> <FFFF>)+twoByteEntry(<0020> <0020>)=2	0	0	0	gs@447
215	true	4	4	3	codespace(<0000> <FFFF>)+twoByteEntry(<0020> <0020>)=1	0	0	0	gs@447
216	true	7	7	4	codespace(<0000> <FFFF>)+twoByteEntry(<0020> <0020>)=3	0	0	0	gs@447
217	true	5	5	4	codespace(<0000> <FFFF>)+twoByteEntry(<0020> <0020>)=1	0	0	0	gs@447
218	true	6	6	5	codespace(<0000> <FFFF>)+twoByteEntry(<0020> <0020>)=1	0	0	0	gs@447
219	true	8	8	5	codespace(<0000> <FFFF>)+twoByteEntry(<0020> <0020>)=3	0	0	0	gs@447
220	true	9	9	6	codespace(<0000> <FFFF>)+twoByteEntry(<0020> <0020>)=3	0	0	0	gs@447
221	true	5	5	3	codespace(<0000> <FFFF>)+twoByteEntry(<0020> <0020>)=2	0	0	0	gs@447
222	true	5	5	3	codespace(<0000> <FFFF>)+twoByteEntry(<0020> <0020>)=2	0	0	0	gs@447
223	true	4	4	3	codespace(<0000> <FFFF>)+twoByteEntry(<0020> <0020>)=1	0	0	0	gs@447
224	true	5	5	4	codespace(<0000> <FFFF>)+twoByteEntry(<0020> <0020>)=1	0	0	0	gs@447
225	true	4	4	3	codespace(<0000> <FFFF>)+twoByteEntry(<0020> <0020>)=1	0	0	0	gs@447
226	false	7	7	5	codespace(<0000> <FFFF>)+twoByteEntry(<0020> <0020>)=2	0	0	0	gs@447
227	true	4	4	3	codespace(<0000> <FFFF>)+twoByteEntry(<0020> <0020>)=1	0	0	0	gs@447
228	true	5	5	4	codespace(<0000> <FFFF>)+twoByteEntry(<0020> <0020>)=1	0	0	0	gs@447
229	true	8	8	6	codespace(<0000> <FFFF>)+twoByteEntry(<0020> <0020>)=2	0	0	0	gs@447
230	true	5	5	4	codespace(<0000> <FFFF>)+twoByteEntry(<0020> <0020>)=1	0	0	0	gs@447
231	true	4	4	3	codespace(<0000> <FFFF>)+twoByteEntry(<0020> <0020>)=1	0	0	0	gs@447
232	true	5	5	4	codespace(<0000> <FFFF>)+twoByteEntry(<0020> <0020>)=1	0	0	0	gs@447
233	true	9	9	7	codespace(<0000> <FFFF>)+twoByteEntry(<0020> <0020>)=2	0	0	0	gs@447
234	true	5	5	4	codespace(<0000> <FFFF>)+twoByteEntry(<0020> <0020>)=1	0	0	0	gs@447
235	true	6	6	4	codespace(<0000> <FFFF>)+twoByteEntry(<0020> <0020>)=2	0	0	0	gs@447
236	true	4	4	3	codespace(<0000> <FFFF>)+twoByteEntry(<0020> <0020>)=1	0	0	0	gs@447
237	true	4	4	3	codespace(<0000> <FFFF>)+twoByteEntry(<0020> <0020>)=1	0	0	0	gs@447
238	true	4	4	3	codespace(<0000> <FFFF>)+twoByteEntry(<0020> <0020>)=1	0	0	0	gs@447
239	true	4	4	3	codespace(<0000> <FFFF>)+twoByteEntry(<0020> <0020>)=1	0	0	0	gs@447
240	true	4	4	3	codespace(<0000> <FFFF>)+twoByteEntry(<0020> <0020>)=1	0	0	0	gs@447
241	true	2	2	1	codespace(<0000> <FFFF>)+twoByteEntry(<0020> <0020>)=1	0	0	0	gs@447
242	true	4	4	3	codespace(<0000> <FFFF>)+twoByteEntry(<0020> <0020>)=1	0	0	0	gs@447
243	true	4	4	3	codespace(<0000> <FFFF>)+twoByteEntry(<0020> <0020>)=1	0	0	0	gs@447
244	true	1	1	0	codespace(<0000> <FFFF>)+twoByteEntry(<0020> <0020>)=1	0	0	0	gs@447
