page	styled	simpleFonts	strictRejected	oneByteAccepted	otherRejected	shows	decoded	measured	invalid
2	true	1	0	0	-	0	0	0	gs@447
7	true	1	0	0	-	0	0	0	gs@447
8	true	1	0	0	-	0	0	0	gs@447
9	true	1	0	0	-	0	0	0	gs@447
10	true	1	0	0	-	0	0	0	gs@447
11	true	2	0	0	-	0	0	0	gs@447
12	true	1	0	0	-	0	0	0	gs@447
13	true	1	0	0	-	0	0	0	gs@447
14	true	2	0	0	-	0	0	0	gs@447
15	true	1	0	0	-	0	0	0	gs@447
16	true	1	0	0	-	0	0	0	gs@447
17	true	2	0	0	-	0	0	0	gs@447
18	true	1	0	0	-	0	0	0	gs@447
19	true	1	0	0	-	0	0	0	gs@447
20	true	1	0	0	-	0	0	0	gs@447
21	true	3	0	0	-	0	0	0	gs@447
22	true	4	0	0	-	0	0	0	gs@447
23	true	1	0	0	-	0	0	0	gs@447
24	true	1	0	0	-	0	0	0	gs@447
25	true	3	0	0	-	0	0	0	gs@447
26	true	1	0	0	-	0	0	0	gs@447
28	true	1	0	0	-	0	0	0	gs@447
29	true	2	0	0	-	0	0	0	gs@447
30	true	2	0	0	-	0	0	0	gs@447
31	true	4	0	0	-	0	0	0	gs@447
32	true	2	0	0	-	0	0	0	gs@447
33	true	1	0	0	-	0	0	0	gs@447
34	true	2	0	0	-	0	0	0	gs@447
35	true	3	0	0	-	0	0	0	gs@447
36	true	2	0	0	-	0	0	0	gs@447
37	true	1	0	0	-	0	0	0	gs@447
38	true	2	0	0	-	0	0	0	gs@447
39	true	2	0	0	-	0	0	0	gs@447
40	true	2	0	0	-	0	0	0	gs@447
41	true	2	0	0	-	0	0	0	gs@447
42	true	1	0	0	-	0	0	0	gs@447
43	true	2	0	0	-	0	0	0	gs@447
44	true	2	0	0	-	0	0	0	gs@447
45	true	3	0	0	-	0	0	0	gs@447
46	true	1	0	0	-	0	0	0	gs@447
47	true	4	0	0	-	0	0	0	gs@447
48	true	3	0	0	-	0	0	0	gs@447
49	true	2	0	0	-	0	0	0	gs@447
50	true	2	0	0	-	0	0	0	gs@447
51	true	3	0	0	-	0	0	0	gs@447
52	true	2	0	0	-	0	0	0	gs@447
53	true	1	0	0	-	0	0	0	gs@447
54	true	2	0	0	-	0	0	0	gs@447
55	true	3	0	0	-	0	0	0	gs@447
56	true	3	0	0	-	0	0	0	gs@447
57	true	1	0	0	-	0	0	0	gs@447
58	true	1	0	0	-	0	0	0	gs@447
59	true	2	0	0	-	0	0	0	gs@447
60	true	1	0	0	-	0	0	0	gs@447
64	true	1	0	0	-	0	0	0	gs@447
65	true	3	0	0	-	0	0	0	gs@447
66	true	1	0	0	-	0	0	0	gs@447
67	true	1	0	0	-	0	0	0	gs@447
68	true	1	0	0	-	0	0	0	gs@447
69	true	1	0	0	-	0	0	0	gs@447
72	true	2	0	0	-	0	0	0	gs@447
73	true	3	0	0	-	0	0	0	gs@447
74	true	2	0	0	-	0	0	0	gs@447
75	true	3	0	0	-	0	0	0	gs@447
81	true	2	0	0	-	0	0	0	gs@447
82	true	3	0	0	-	0	0	0	gs@447
83	true	2	0	0	-	0	0	0	gs@447
89	true	1	0	0	-	0	0	0	gs@447
90	true	1	0	0	-	0	0	0	gs@447
91	true	1	0	0	-	0	0	0	gs@447
92	true	1	0	0	-	0	0	0	gs@447
93	true	1	0	0	-	0	0	0	gs@447
94	true	1	0	0	-	0	0	0	gs@447
95	true	3	0	0	-	0	0	0	gs@447
96	true	1	0	0	-	0	0	0	gs@447
97	true	2	0	0	-	0	0	0	gs@447
98	true	2	0	0	-	0	0	0	gs@447
99	true	1	0	0	-	0	0	0	gs@447
101	true	1	0	0	-	0	0	0	gs@447
102	true	2	0	0	-	0	0	0	gs@447
103	true	1	0	0	-	0	0	0	gs@447
104	true	1	0	0	-	0	0	0	gs@447
105	true	1	0	0	-	0	0	0	gs@447
106	true	1	0	0	-	0	0	0	gs@447
107	true	2	0	0	-	0	0	0	gs@447
108	true	1	0	0	-	0	0	0	gs@447
109	true	1	0	0	-	0	0	0	gs@447
110	true	1	0	0	-	0	0	0	gs@447
111	true	1	0	0	-	0	0	0	gs@447
112	true	1	0	0	-	0	0	0	gs@447
113	true	1	0	0	-	0	0	0	gs@447
114	true	1	0	0	-	0	0	0	gs@447
115	true	1	0	0	-	0	0	0	gs@447
116	true	1	0	0	-	0	0	0	gs@447
118	true	2	0	0	-	0	0	0	gs@447
119	true	2	0	0	-	0	0	0	gs@447
120	true	2	0	0	-	0	0	0	gs@447
121	true	2	0	0	-	0	0	0	gs@447
122	true	2	0	0	-	0	0	0	gs@447
123	true	4	0	0	-	0	0	0	gs@447
124	true	2	0	0	-	0	0	0	gs@447
125	true	2	0	0	-	0	0	0	gs@447
126	true	2	0	0	-	0	0	0	gs@447
127	true	3	0	0	-	0	0	0	gs@447
128	true	1	0	0	-	0	0	0	gs@447
129	true	3	0	0	-	0	0	0	gs@447
130	true	3	0	0	-	0	0	0	gs@447
131	true	3	0	0	-	0	0	0	gs@447
132	true	2	0	0	-	0	0	0	gs@447
134	true	1	0	0	-	0	0	0	gs@447
135	true	1	0	0	-	0	0	0	gs@447
136	true	1	0	0	-	0	0	0	gs@447
137	true	1	0	0	-	0	0	0	gs@447
138	true	1	0	0	-	0	0	0	gs@447
139	true	2	0	0	-	0	0	0	gs@447
140	true	2	0	0	-	0	0	0	gs@447
141	true	2	0	0	-	0	0	0	gs@447
142	true	2	0	0	-	0	0	0	gs@447
143	true	3	0	0	-	0	0	0	gs@447
144	true	1	0	0	-	0	0	0	gs@447
145	true	1	0	0	-	0	0	0	gs@447
146	true	3	0	0	-	0	0	0	gs@447
147	true	1	0	0	-	0	0	0	gs@447
148	true	1	0	0	-	0	0	0	gs@447
149	true	2	0	0	-	0	0	0	gs@447
150	true	1	0	0	-	0	0	0	gs@447
151	true	1	0	0	-	0	0	0	gs@447
152	true	1	0	0	-	0	0	0	gs@447
153	true	1	0	0	-	0	0	0	gs@447
154	true	1	0	0	-	0	0	0	gs@447
155	true	1	0	0	-	0	0	0	gs@447
156	true	1	0	0	-	0	0	0	gs@447
157	true	1	0	0	-	0	0	0	gs@447
158	true	1	0	0	-	0	0	0	gs@447
159	true	2	0	0	-	0	0	0	gs@447
160	true	1	0	0	-	0	0	0	gs@447
161	true	1	0	0	-	0	0	0	gs@447
162	true	1	0	0	-	0	0	0	gs@447
163	true	1	0	0	-	0	0	0	gs@447
167	true	1	0	0	-	0	0	0	gs@447
168	true	1	0	0	-	0	0	0	gs@447
169	true	2	0	0	-	0	0	0	gs@447
170	true	1	0	0	-	0	0	0	gs@447
171	true	1	0	0	-	0	0	0	gs@447
177	true	2	0	0	-	0	0	0	gs@447
178	true	4	0	0	-	0	0	0	gs@447
179	true	2	0	0	-	0	0	0	gs@447
180	true	2	0	0	-	0	0	0	gs@447
181	true	2	0	0	-	0	0	0	gs@447
182	true	4	0	0	-	0	0	0	gs@447
183	true	1	0	0	-	0	0	0	gs@447
184	true	2	0	0	-	0	0	0	gs@447
185	true	4	0	0	-	0	0	0	gs@447
186	true	3	0	0	-	0	0	0	gs@447
187	true	3	0	0	-	0	0	0	gs@447
188	true	4	0	0	-	0	0	0	gs@447
189	true	2	0	0	-	0	0	0	gs@447
190	true	2	0	0	-	0	0	0	gs@447
191	true	2	0	0	-	0	0	0	gs@447
192	true	1	0	0	-	0	0	0	gs@447
193	true	1	0	0	-	0	0	0	gs@447
194	true	1	0	0	-	0	0	0	gs@447
195	true	1	0	0	-	0	0	0	gs@447
196	true	1	0	0	-	0	0	0	gs@447
197	true	2	0	0	-	0	0	0	gs@447
198	true	1	0	0	-	0	0	0	gs@447
199	true	1	0	0	-	0	0	0	gs@447
200	true	1	0	0	-	0	0	0	gs@447
201	true	1	0	0	-	0	0	0	gs@447
202	true	1	0	0	-	0	0	0	gs@447
