compound	7	concatenate	 linkage [ 5], we only use PLD. Domingo-	Ferrer et al also used interval disclosu
block	9	-1	on loss statistics into a summary infor-	mation loss score.
compound	14	concatenate	overall data masking scores for the Kim-	Winkler data. The data masking tends to 
block	17	-1	ng Techniques for Masking Public Use Mi-	crodata, U.S. Bureau of Whe Census, Stat
