wallace	249	51	punct	)	a	+3) and	Divide out common factors (x +3) and (x− 4)
wallace	250	27	punct	)	a	4) and	(x− 4) and (x + 3) and (x + 2)
wallace	250	27	punct	)	a	3) and	(x− 4) and (x + 3) and (x + 2)
wallace	253	29	punct	)	a	+3) and	(x− 1)(x +3) and (x− 4)(x +3)
wallace	263	47	punct	)	f	1) factor	Divide out (x− 1) factor
wallace	340	65	punct	)	o	(4) on	4 Need common denominator (4) on right
wallace	353	42	punct	,	d	4, double	Quadratic form, one exponent, 4, double the other, 2
wallace	355	14	punct	,	d	6, double	Quadratic form, one exponent, 6, double the other, 3
wallace	366	42	punct	,	T	x, Total:	Electrician: x− 1, Apprentice: x, Total:
wallace	367	36	punct	:	x	Total: x	Sink:5, Drain:7, Total: x
wallace	370	15	punct	:	x	LCD: x(x	Multiply each term by LCD: x(x +3)
wallace	376	43	punct	:	r	LCD: r(r−	Multiply each term by LCD: r(r− 10)
wallace	377	24	punct	)	a	2) and	the boat (r + 2) and upstream the current
wallace	392	1	punct	;	F	4; Find	11) g(x)= 4x− 4; Find g(0)
wallace	392	2	punct	;	F	1; Find	13) f(x) =|3x +1| + 1; Find f(0)
wallace	392	7	punct	;	F	+3; Find	21) w(n)= 4n +3; Find w(2)
wallace	392	11	punct	;	F	1|; Find	29) k(n)=|n− 1|; Find k(3)
wallace	392	18	punct	;	F	4; Find	14) f(x) =x2 + 4; Find f(− 9)
wallace	392	19	punct	;	F	3; Find	16) f(n)= n− 3; Find f(10)
wallace	392	21	punct	;	F	3; Find	− 3; Find f(2)
wallace	392	24	punct	;	F	1; Find	24) p(x) =− |x| + 1; Find p(5)
wallace	392	28	punct	;	F	2; Find	32) h(n)=4n + 2; Find h(n + 2)
wallace	394	24	punct	)	w	f(x) with	Replace f(x) with (2x− 3) and g(x) with (x2
wallace	394	24	punct	)	w	g(x) with	Replace f(x) with (2x− 3) and g(x) with (x2
wallace	394	41	punct	)	a	5) and	− 4x− 5) and g(x) with (x− 5)
wallace	394	41	punct	)	w	g(x) with	− 4x− 5) and g(x) with (x− 5)
wallace	395	12	punct	)	w	g(x) with	Replace x in f(x) and g(x) with x2
wallace	395	25	punct	)	a	f(x) and	Replace x in f(x) and g(x) with 3x
wallace	395	25	punct	)	w	g(x) with	Replace x in f(x) and g(x) with 3x
wallace	397	8	punct	)	w	g(x) with	f(g(x)) Replace g(x) with x +3
wallace	397	30	punct	)	w	f(x) with	g(f(x)) Replace f(x) with x2
wallace	403	35	punct	)	w	f(x) with	− 2 Replace f(x) with y
