faa	458	43	word	0	3	0 3,550	0 3,550 7,570 11,980 16,820 18,105
faa	458	43	word	0	1	11,980 16,820	0 3,550 7,570 11,980 16,820 18,105
faa	458	48	word	0	3	0 3,190	0 3,190 6,570 10,230 14,200 18,105
faa	459	31	note	2	M	M0.82 M0.80	M0.82 M0.80 M0.74
faa	459	32	note	0	S	290 Speed	290 Speed
faa	459	42	note	0	S	390 Speed	390 Speed 459 424
faa	459	45	note	0	F	FL310 FL330	FL290 FL310 FL330 FL350 FL370 FL390
faa	459	45	note	0	F	FL350 FL370	FL290 FL310 FL330 FL350 FL370 FL390
