page	tags	groups	imageBacked	invisibleText	validates	applies	pageReason	rejectedGroups	groupReasons	taggedLines	lines
469	204	102	false	false	true	partial	-	94	mcidNotShownOnPage=92,noLineAtOrigin=2,unknownOrigin=92	9	104
470	197	95	false	false	true	partial	-	80	mcidNotShownOnPage=79,noLineAtOrigin=1,unknownOrigin=79	21	104
471	203	99	false	false	true	partial	-	92	mcidNotShownOnPage=91,noLineAtOrigin=1,unknownOrigin=91	9	106
472	142	71	false	false	true	partial	-	62	mcidNotShownOnPage=59,noLineAtOrigin=3,unknownOrigin=59	11	75
473	5	4	false	false	true	partial	Do@L215	0	-	0	3
474	3	2	false	false	true	partial	Do@L215	0	-	0	2
476	2	1	false	false	true	partial	Do@L215	0	-	0	2
477	97	26	false	false	true	partial	Do@L215	0	-	0	63
478	103	23	false	false	true	partial	Do@L215	0	-	0	80
479	100	21	false	false	true	partial	Do@L215	0	-	0	81
480	103	28	false	false	true	partial	Do@L215	0	-	0	74
481	102	23	false	false	true	partial	Do@L215	0	-	0	83
482	101	26	false	false	true	partial	Do@L215	0	-	0	75
483	106	22	false	false	true	partial	Do@L215	0	-	0	83
484	107	23	false	false	true	partial	Do@L215	0	-	0	85
485	99	27	false	false	true	partial	Do@L215	0	-	0	74
486	104	25	false	false	true	partial	Do@L215	0	-	0	79
487	107	31	false	false	true	partial	Do@L215	0	-	0	79
488	104	27	false	false	true	partial	Do@L215	0	-	0	78
489	100	25	false	false	true	partial	Do@L215	0	-	0	77
490	106	30	false	false	true	partial	Do@L215	0	-	0	79
491	111	25	false	false	true	partial	Do@L215	0	-	0	83
492	106	24	false	false	true	partial	Do@L215	0	-	0	84
493	105	30	false	false	true	partial	Do@L215	0	-	0	77
494	103	27	false	false	true	partial	Do@L215	0	-	0	78
495	106	31	false	false	true	partial	Do@L215	0	-	0	74
496	107	29	false	false	true	partial	Do@L215	0	-	0	79
497	103	28	false	false	true	partial	Do@L215	0	-	0	73
498	108	32	false	false	true	partial	Do@L215	0	-	0	79
499	108	27	false	false	true	partial	Do@L215	0	-	0	82
500	101	21	false	false	true	partial	Do@L215	0	-	0	82
501	105	27	false	false	true	partial	Do@L215	0	-	0	78
502	108	30	false	false	true	partial	Do@L215	0	-	0	80
503	102	24	false	false	true	partial	Do@L215	0	-	0	79
504	106	24	false	false	true	partial	Do@L215	0	-	0	84
505	111	33	false	false	true	partial	Do@L215	0	-	0	76
506	100	28	false	false	true	partial	Do@L215	0	-	0	80
507	103	26	false	false	true	partial	Do@L215	0	-	0	79
508	112	30	false	false	true	partial	Do@L215	0	-	0	79
509	117	24	false	false	true	partial	Do@L215	0	-	0	84
510	128	27	false	false	true	partial	Do@L215	0	-	0	83
511	57	14	false	false	true	partial	Do@L215	0	-	0	45
513	267	86	false	false	true	partial	Do@L215	0	-	0	86
514	323	100	false	false	true	partial	-	23	ambiguousOrigin=2,lineSharedWithUntaggedOrAmbiguousShow=3,mcidNotShownOnPage=20,unknownOrigin=20	77	100
515	311	99	false	false	true	partial	-	8	ambiguousOrigin=1,lineSharedWithUntaggedOrAmbiguousShow=2,mcidNotShownOnPage=6,unknownOrigin=6	91	101
516	304	99	false	false	true	partial	-	7	mcidNotShownOnPage=7,unknownOrigin=7	92	100
517	301	91	false	false	true	partial	-	17	ambiguousOrigin=2,lineSharedWithUntaggedOrAmbiguousShow=3,mcidNotShownOnPage=14,unknownOrigin=14	75	94
518	308	97	false	false	true	partial	-	9	ambiguousOrigin=2,lineSharedWithUntaggedOrAmbiguousShow=3,mcidNotShownOnPage=7,unknownOrigin=7	89	101
519	295	94	false	false	true	partial	-	13	mcidNotShownOnPage=13,unknownOrigin=13	82	96
520	316	99	false	false	true	partial	-	9	ambiguousOrigin=1,lineSharedWithUntaggedOrAmbiguousShow=2,mcidNotShownOnPage=7,unknownOrigin=7	92	102
521	310	95	false	false	true	partial	-	17	ambiguousOrigin=1,lineSharedWithUntaggedOrAmbiguousShow=2,mcidNotShownOnPage=15,unknownOrigin=15	80	99
522	268	82	false	false	true	partial	-	24	ambiguousOrigin=8,lineSharedWithUntaggedOrAmbiguousShow=12,mcidNotShownOnPage=12,unknownOrigin=12	58	83
