page	unsafeBefore	unsafeAfterJoin	joinCreated	joinCreatedSingle	preexistingSingle	pageUnsafeNowSafeIfJoinExempt	pageUnsafeNowSafeIfSingleExempt
54	1	1	0	0	0	false	false
92	1	1	0	0	0	false	false
128	1	1	0	0	0	false	false
