page	lines	invis	onlyInvis	unsup	regionFrac	nPaints	byKind(path/img/form/sh)	maxSingle	maxSingleKind	maxImg	maxPathFrame	imgUnion
298	51	true	true	false	1.000	1	0/1/0/0	1.000	1	1.000	0.000	0.994	1.000
299	84	true	true	false	1.000	1	0/1/0/0	1.000	1	1.000	0.000	0.992	1.000
300	24	true	true	false	1.000	1	0/1/0/0	1.000	1	1.000	0.000	0.994	1.000
301	94	true	true	false	1.000	1	0/1/0/0	1.000	1	1.000	0.000	0.994	1.000
302	113	true	true	false	1.000	1	0/1/0/0	1.000	1	1.000	0.000	0.992	1.000
303	118	true	true	false	1.000	1	0/1/0/0	1.000	1	1.000	0.000	0.991	1.000
304	123	true	true	false	1.000	1	0/1/0/0	1.000	1	1.000	0.000	0.992	1.000
305	119	true	true	false	1.000	1	0/1/0/0	1.000	1	1.000	0.000	0.991	1.000
306	73	true	true	false	1.000	1	0/1/0/0	1.000	1	1.000	0.000	0.994	1.000
307	21	true	true	false	1.000	1	0/1/0/0	1.000	1	1.000	0.000	0.996	1.000
308	104	true	true	false	1.000	1	0/1/0/0	1.000	1	1.000	0.000	0.992	1.000
309	79	true	true	false	1.000	1	0/1/0/0	1.000	1	1.000	0.000	0.994	1.000
310	25	true	true	false	1.000	1	0/1/0/0	1.000	1	1.000	0.000	0.992	1.000
311	190	true	true	false	1.000	1	0/1/0/0	1.000	1	1.000	0.000	0.996	1.000
312	24	true	true	false	1.000	1	0/1/0/0	1.000	1	1.000	0.000	0.996	1.000
